"experiment_id","symbol","timeframe","horizon","start","end","indicator_set","atr_period","sl_mult","tp_mult","trail","sizing","atr_risk_pct","fixed_lot","commission_per_side","spread_points","slippage_points","max_positions","cooldown_bars","notes"
"Sde3c45e768de1b58","XAUZ25.sim","M30","5y","2020-11-10","2025-11-10","N/A","11","2.33","2.49","none","ATR_RISK","0.63",,"0","48","50","1","0",""
"S716dc96aa2e76ff0","US30Z25.sim","H4","3y","2022-11-10","2025-11-10","N/A","10","2.23","3.33","none","FIXED_LOT",,"0.35","0","21","24","1","10",""
"S402b11f767ff3147","US100Z25.sim","H1","3y","2022-11-10","2025-11-10","N/A","21","1.83","2.65","none","ATR_RISK","0.46",,"0","36","35","2","5",""
"S3bc44569afcd89a9","US500Z25.sim","H1","5y","2020-11-10","2025-11-10","N/A","15","2.79","3.49","none","ATR_RISK","0.85",,"0","4","5","1","5",""
"S32acdb316024cab1","XAUZ25.sim","H1","5y","2020-11-10","2025-11-10","N/A","20","2.2",,"atr1.0","FIXED_LOT",,"0.35","0","42","53","1","5",""
"Sa16d158954b1334c","US500Z25.sim","H1","5y","2020-11-10","2025-11-10","N/A","20","2.44","1.5","none","ATR_RISK","0.93",,"0","3","3","1","0",""
"Sc59a9296d7d6108c","USOILZ25.sim","H1","5y","2020-11-10","2025-11-10","N/A","20","1.96","1.82","none","ATR_RISK","0.67",,"0","11","3","1","0",""
"S869726d238240209","US100Z25.sim","H1","5y","2020-11-10","2025-11-10","N/A","21","2.63","3.13","none","FIXED_LOT",,"0.27","0","32","34","1","0",""
"S81c14a03829501cc","US500Z25.sim","H1","5y","2020-11-10","2025-11-10","N/A","19","1.97","1.97","none","ATR_RISK","0.71",,"0","5","5","2","0",""
"S79190e10d3eda4d9","XAUZ25.sim","M30","5y","2020-11-10","2025-11-10","N/A","19","2.85","3.36","none","ATR_RISK","0.65",,"0","33","10","2","0",""
"Sd2e429a9b5180b57","US500Z25.sim","M30","5y","2020-11-10","2025-11-10","N/A","14","2.88","3.12","none","ATR_RISK","0.92",,"0","7","4","2","0",""
"Sb2357b41e2c26bfb","BTCX25.sim","H4","3y","2022-11-10","2025-11-10","N/A","17","1.42","1.76","none","ATR_RISK","0.25",,"0","77","90","1","5",""
"S04ed1b44ffa020e9","BTCX25.sim","H1","3y","2022-11-10","2025-11-10","N/A","19","2.93","3.6","none","ATR_RISK","0.86",,"0","43","36","1","0",""
"Sda1133299a6cb8fc","USOILZ25.sim","M30","3y","2022-11-10","2025-11-10","N/A","17","1.78","3.77","none","FIXED_LOT",,"0.15","0","14","6","2","0",""
"S4c9276d5a224721b","US500Z25.sim","H4","3y","2022-11-10","2025-11-10","N/A","13","2.05","3.12","none","ATR_RISK","0.79",,"0","3","4","1","10",""
"S82d6fb75ffbbb84a","US30Z25.sim","H4","5y","2020-11-10","2025-11-10","N/A","20","2.32","2.17","none","ATR_RISK","0.78",,"0","7","18","1","0",""
"S0f338a76fce85d58","USOILZ25.sim","H4","5y","2020-11-10","2025-11-10","N/A","17","2.1","3.41","none","ATR_RISK","0.86",,"0","4","5","1","5",""
"Se1477b746918ade3","US500Z25.sim","H1","5y","2020-11-10","2025-11-10","N/A","11","2.7","2.66","none","ATR_RISK","0.64",,"0","8","5","1","0",""
"S8043fc43f09425a9","XAUZ25.sim","H1","3y","2022-11-10","2025-11-10","N/A","17","2.34",,"atr1.0","FIXED_LOT",,"0.15","0","50","55","1","0",""
"Sf29166d3d8cdc404","BTCX25.sim","H1","5y","2020-11-10","2025-11-10","N/A","12","1.7","3.96","none","ATR_RISK","0.88",,"0","52","96","1","5",""
"Sdfa88c2cd8a8e6db","US100Z25.sim","M30","3y","2022-11-10","2025-11-10","N/A","19","1.9","2.62","none","ATR_RISK","0.29",,"0","12","14","2","0",""
"Sfcd4dea48c556207","US500Z25.sim","H4","3y","2022-11-10","2025-11-10","N/A","16","2.27","2.26","none","FIXED_LOT",,"0.08","0","8","3","1","0",""
"S8f072f7b023ae65c","US30Z25.sim","H1","3y","2022-11-10","2025-11-10","N/A","15","1.68","3.2","none","FIXED_LOT",,"0.22","0","9","21","1","0",""
"Sf9cbbc52c4184a20","US30Z25.sim","H1","3y","2022-11-10","2025-11-10","N/A","16","2.23",,"atr1.0","ATR_RISK","0.17",,"0","13","6","1","0",""
"S316a0625ce06b44c","BTCX25.sim","M30","3y","2022-11-10","2025-11-10","N/A","18","1.57",,"atr1.0","FIXED_LOT",,"0.27","0","26","101","2","0",""
"Se3663d7745785550","BTCX25.sim","H4","5y","2020-11-10","2025-11-10","N/A","11","1.61",,"atr1.0","FIXED_LOT",,"0.5","0","26","39","1","10",""
"S34c67015cb460647","US30Z25.sim","H1","5y","2020-11-10","2025-11-10","N/A","21","2.8","3.13","none","ATR_RISK","0.5",,"0","7","16","2","0",""
"S0ecfc0df80e61b3a","US100Z25.sim","M30","5y","2020-11-10","2025-11-10","N/A","21","2.98","1.81","none","ATR_RISK","0.66",,"0","34","33","2","0",""
"Sf15b66154af407dc","USOILZ25.sim","M30","5y","2020-11-10","2025-11-10","N/A","16","1.67","2.26","none","FIXED_LOT",,"0.37","0","12","10","2","0",""
"S941ad417bfbb55f3","BTCX25.sim","M30","5y","2020-11-10","2025-11-10","N/A","19","2.43","2.42","none","ATR_RISK","1",,"0","117","83","1","0",""
"Sfb5ec7563aa87dea","USOILZ25.sim","H1","5y","2020-11-10","2025-11-10","N/A","14","2.48","1.36","none","ATR_RISK","0.46",,"0","8","7","2","10",""
"S14b3ddf65426a71e","USOILZ25.sim","H1","5y","2020-11-10","2025-11-10","N/A","16","2.01","1.64","none","ATR_RISK","0.56",,"0","4","6","2","0",""
"S50d7268d4998a5bc","US500Z25.sim","H1","5y","2020-11-10","2025-11-10","N/A","20","1.72","2.74","none","ATR_RISK","0.71",,"0","8","6","1","0",""
"S9fb836dfbdfa6ba2","USOILZ25.sim","H4","3y","2022-11-10","2025-11-10","N/A","15","2.42","3.86","none","FIXED_LOT",,"0.18","0","15","15","1","0",""
"Scca6ea4a0cce4f8f","US30Z25.sim","H4","3y","2022-11-10","2025-11-10","N/A","14","1.85","2.9","none","ATR_RISK","0.25",,"0","17","14","1","0",""
"S35688f990fb69445","BTCX25.sim","M30","3y","2022-11-10","2025-11-10","N/A","13","2.16","1.79","none","ATR_RISK","0.65",,"0","59","62","1","0",""
"Sb0b9bbc546d1859e","US100Z25.sim","H4","5y","2020-11-10","2025-11-10","N/A","12","2.11","2.25","none","FIXED_LOT",,"0.28","0","31","25","1","0",""
"S37b2ab383b8aca3d","BTCX25.sim","H4","5y","2020-11-10","2025-11-10","N/A","19","1.55","3.65","none","ATR_RISK","0.28",,"0","82","40","2","0",""
"S42abf6ebcb602cf6","XAUZ25.sim","M30","5y","2020-11-10","2025-11-10","N/A","15","2.04","1.94","none","FIXED_LOT",,"0.35","0","48","28","2","0",""
"S48b8881ea7216a00","US100Z25.sim","M30","5y","2020-11-10","2025-11-10","N/A","13","2.35",,"atr1.0","FIXED_LOT",,"0.49","0","29","25","1","10",""
"S927df5566acbb7ff","US100Z25.sim","H4","5y","2020-11-10","2025-11-10","N/A","20","1.31","1.32","none","ATR_RISK","0.14",,"0","29","13","1","0",""
"S32dfda840bf02265","US100Z25.sim","M30","5y","2020-11-10","2025-11-10","N/A","17","1.39","1.24","none","FIXED_LOT",,"0.11","0","20","31","1","10",""
"S0c4733f3b062648e","USOILZ25.sim","M30","3y","2022-11-10","2025-11-10","N/A","15","2.87","1.21","none","ATR_RISK","0.34",,"0","8","3","1","5",""
"Scdedd1c9ff32b8db","XAUZ25.sim","M30","3y","2022-11-10","2025-11-10","N/A","10","2.27",,"atr1.0","ATR_RISK","0.3",,"0","30","54","2","0",""
"S1b155a29c4918060","XAUZ25.sim","H1","5y","2020-11-10","2025-11-10","N/A","10","1.31","2.62","none","FIXED_LOT",,"0.11","0","22","59","1","0",""
"S5b50f12d17bf364f","BTCX25.sim","H1","3y","2022-11-10","2025-11-10","N/A","15","2.93","1.25","none","ATR_RISK","0.55",,"0","61","88","1","0",""
"S189d58d581e5e882","BTCX25.sim","H1","5y","2020-11-10","2025-11-10","N/A","18","2.24",,"atr1.0","ATR_RISK","0.21",,"0","59","39","2","5",""
"S64b10d8fc6d170e4","US100Z25.sim","H4","3y","2022-11-10","2025-11-10","N/A","13","2.05","2.2","none","ATR_RISK","0.5",,"0","37","31","2","5",""
"S2d4e1501401685d4","US500Z25.sim","M30","3y","2022-11-10","2025-11-10","N/A","19","1.26",,"atr1.0","ATR_RISK","0.93",,"0","8","7","2","0",""
"S037d004cf657850c","US500Z25.sim","H1","3y","2022-11-10","2025-11-10","N/A","11","2.01","1.67","none","FIXED_LOT",,"0.42","0","7","8","1","0",""
"S236fcfe2af4350ef","US30Z25.sim","M30","5y","2020-11-10","2025-11-10","N/A","17","2.41","3.84","none","ATR_RISK","0.92",,"0","8","9","1","0",""
"S02681133ba4447cc","US500Z25.sim","M30","3y","2022-11-10","2025-11-10","N/A","18","1.66",,"atr1.0","ATR_RISK","0.98",,"0","2","6","1","0",""
"Sc71e7dc9cfd0c67c","USOILZ25.sim","H1","3y","2022-11-10","2025-11-10","N/A","12","2.93","1.25","none","ATR_RISK","0.5",,"0","3","3","1","0",""
"Sefa545bc27aa8e6c","US100Z25.sim","H4","3y","2022-11-10","2025-11-10","N/A","19","2.14","2.91","none","FIXED_LOT",,"0.09","0","39","14","1","0",""
"Sfc0a26887d38cb34","US500Z25.sim","H4","3y","2022-11-10","2025-11-10","N/A","14","3","3.31","none","ATR_RISK","0.71",,"0","3","4","1","10",""
"S9376d534223728b7","US500Z25.sim","M30","3y","2022-11-10","2025-11-10","N/A","20","1.84","2.74","none","ATR_RISK","0.98",,"0","3","7","1","0",""
"Sdd432edfdbbb363e","US30Z25.sim","H4","5y","2020-11-10","2025-11-10","N/A","20","2.32","1.39","none","FIXED_LOT",,"0.14","0","8","18","1","0",""
"Se8c7332486ab70fb","XAUZ25.sim","M30","5y","2020-11-10","2025-11-10","N/A","17","2.38","2.7","none","ATR_RISK","0.19",,"0","33","19","1","0",""
"S5cd25128293f416a","US30Z25.sim","H1","3y","2022-11-10","2025-11-10","N/A","16","2.58",,"atr1.0","ATR_RISK","0.54",,"0","13","21","2","5",""
"S3a57214033c705e1","XAUZ25.sim","M30","5y","2020-11-10","2025-11-10","N/A","11","1.64",,"atr1.0","ATR_RISK","0.82",,"0","27","31","1","0",""
"Sa6f11eb127230c82","US500Z25.sim","H1","5y","2020-11-10","2025-11-10","N/A","17","2.9",,"atr1.0","ATR_RISK","0.27",,"0","6","2","1","0",""
"S7b644e40679b52d1","US30Z25.sim","H4","5y","2020-11-10","2025-11-10","N/A","16","2.87","1.75","none","ATR_RISK","0.24",,"0","22","6","1","0",""
"S8ac427704199c639","US500Z25.sim","H4","5y","2020-11-10","2025-11-10","N/A","10","1.91","3.23","none","ATR_RISK","0.56",,"0","2","3","2","0",""
"S7c3c2c1642a9d701","XAUZ25.sim","H1","5y","2020-11-10","2025-11-10","N/A","18","1.36","3.28","none","FIXED_LOT",,"0.11","0","39","46","1","10",""
"S98d5552ffd4c065f","BTCX25.sim","M30","3y","2022-11-10","2025-11-10","N/A","11","2.22","3.24","none","ATR_RISK","0.57",,"0","35","30","1","0",""
"Sdac29c1c75c54101","BTCX25.sim","H1","5y","2020-11-10","2025-11-10","N/A","16","2.16",,"atr1.0","FIXED_LOT",,"0.22","0","118","103","1","0",""
"Sa3f991c50ad65e2e","BTCX25.sim","H1","3y","2022-11-10","2025-11-10","N/A","17","1.72","3.09","none","ATR_RISK","0.57",,"0","61","71","1","0",""
"Sf78f969f30eb94fd","XAUZ25.sim","H4","5y","2020-11-10","2025-11-10","N/A","12","1.25","1.71","none","ATR_RISK","0.81",,"0","53","20","1","5",""
"S90b2959d28510185","US30Z25.sim","H1","3y","2022-11-10","2025-11-10","N/A","15","2.74","2.8","none","ATR_RISK","0.86",,"0","8","25","1","0",""
"S7615f49798405454","USOILZ25.sim","H1","3y","2022-11-10","2025-11-10","N/A","19","1.85",,"atr1.0","ATR_RISK","0.21",,"0","15","6","1","0",""
"Sc152e18202e203fa","USOILZ25.sim","H1","5y","2020-11-10","2025-11-10","N/A","20","2.89","2.76","none","FIXED_LOT",,"0.35","0","6","3","1","0",""
"S442d83378e8ff762","XAUZ25.sim","M30","3y","2022-11-10","2025-11-10","N/A","18","2.52","1.52","none","ATR_RISK","0.82",,"0","27","48","2","0",""
"S610a328ff54c12b5","US500Z25.sim","M30","5y","2020-11-10","2025-11-10","N/A","16","1.35","1.44","none","ATR_RISK","0.92",,"0","7","5","2","10",""
"S2e6085a65c726710","XAUZ25.sim","H1","3y","2022-11-10","2025-11-10","N/A","16","2.36","1.33","none","FIXED_LOT",,"0.41","0","56","37","1","0",""
"Sb45b9c1188587307","XAUZ25.sim","H1","3y","2022-11-10","2025-11-10","N/A","11","1.7","1.31","none","FIXED_LOT",,"0.07","0","28","54","1","0",""
"S196692d71e5c499f","XAUZ25.sim","H1","3y","2022-11-10","2025-11-10","N/A","17","1.81","3.72","none","FIXED_LOT",,"0.08","0","46","49","1","5",""
"Sbd48e8c8f6df4071","US100Z25.sim","H4","5y","2020-11-10","2025-11-10","N/A","18","1.69","1.41","none","FIXED_LOT",,"0.4","0","25","32","2","0",""
"Sbaf85fab9555a9af","US100Z25.sim","H4","3y","2022-11-10","2025-11-10","N/A","16","1.26","2.37","none","ATR_RISK","0.82",,"0","24","11","1","0",""
"S98835c7e2f607d15","US30Z25.sim","H1","5y","2020-11-10","2025-11-10","N/A","16","2.79","3.79","none","ATR_RISK","0.95",,"0","10","19","1","0",""
"Sd6bcc10bb24b20b7","US100Z25.sim","M30","5y","2020-11-10","2025-11-10","N/A","20","1.34","3.7","none","FIXED_LOT",,"0.12","0","14","36","1","5",""
"Sd3e35f06a10fac38","USOILZ25.sim","H4","5y","2020-11-10","2025-11-10","N/A","16","1.8","2.66","none","FIXED_LOT",,"0.25","0","10","9","1","5",""
"S523f0254c4b747ca","USOILZ25.sim","H4","3y","2022-11-10","2025-11-10","N/A","14","2.13","1.77","none","FIXED_LOT",,"0.3","0","7","5","2","0",""
"S1d9bf7c1ae08dbd0","US30Z25.sim","M30","3y","2022-11-10","2025-11-10","N/A","21","1.88","1.35","none","ATR_RISK","0.93",,"0","8","13","1","10",""
"Sb262d753bc7d7b17","US500Z25.sim","H4","5y","2020-11-10","2025-11-10","N/A","20","2.15","3.01","none","ATR_RISK","0.15",,"0","2","8","2","5",""
"S7b1a05fc3e7817ba","XAUZ25.sim","M30","3y","2022-11-10","2025-11-10","N/A","14","2.03",,"atr1.0","ATR_RISK","0.95",,"0","14","23","2","0",""
"S5e2dcd66db60f2fe","US100Z25.sim","H4","5y","2020-11-10","2025-11-10","N/A","14","2.96","2.7","none","FIXED_LOT",,"0.33","0","36","21","1","5",""
"S304d452620fe91d3","BTCX25.sim","H1","5y","2020-11-10","2025-11-10","N/A","21","1.28","3.48","none","ATR_RISK","0.78",,"0","119","95","1","0",""
"Sefed23472e6efb8e","XAUZ25.sim","H1","3y","2022-11-10","2025-11-10","N/A","21","1.87","2.4","none","ATR_RISK","0.43",,"0","55","34","1","0",""
"Sa64783edc8293a58","US500Z25.sim","H1","3y","2022-11-10","2025-11-10","N/A","10","2.48","1.78","none","ATR_RISK","0.68",,"0","6","4","1","0",""
"S6af0b24b0c54e205","US30Z25.sim","M30","5y","2020-11-10","2025-11-10","N/A","14","2.92","3.88","none","ATR_RISK","0.15",,"0","9","8","1","0",""
"S20a8a032342c0cc7","BTCX25.sim","M30","5y","2020-11-10","2025-11-10","N/A","15","2.04","3.63","none","FIXED_LOT",,"0.43","0","63","44","1","0",""
"S406880a84431d459","BTCX25.sim","M30","3y","2022-11-10","2025-11-10","N/A","10","2.48","3.81","none","ATR_RISK","0.57",,"0","47","115","2","10",""
"Sc1257e06f7288226","US30Z25.sim","M30","3y","2022-11-10","2025-11-10","N/A","13","1.59","2.17","none","ATR_RISK","0.23",,"0","7","13","1","0",""
"Sd5e98607e7100746","XAUZ25.sim","M30","5y","2020-11-10","2025-11-10","N/A","12","2.5",,"atr1.0","ATR_RISK","0.72",,"0","39","46","1","0",""
"S68d923b7196ecfc1","US500Z25.sim","H1","3y","2022-11-10","2025-11-10","N/A","11","1.68","2.27","none","ATR_RISK","0.57",,"0","7","7","1","0",""
"S8f0f328cd18bf730","US100Z25.sim","H1","5y","2020-11-10","2025-11-10","N/A","10","2.42",,"atr1.0","ATR_RISK","0.83",,"0","26","40","2","0",""
"S75853d38f1907ab9","US100Z25.sim","H1","3y","2022-11-10","2025-11-10","N/A","13","1.66","2.29","none","ATR_RISK","0.33",,"0","33","13","1","0",""
"S8efe5b715c683cdb","USOILZ25.sim","M30","3y","2022-11-10","2025-11-10","N/A","18","2.39","2.28","none","FIXED_LOT",,"0.35","0","9","11","1","5",""
"Sd7648974a18a05a7","USOILZ25.sim","H1","5y","2020-11-10","2025-11-10","N/A","12","2.9","3.87","none","FIXED_LOT",,"0.48","0","6","10","1","0",""
"Saf5b13161d8a5379","US100Z25.sim","H1","5y","2020-11-10","2025-11-10","N/A","13","2.03","3.38","none","FIXED_LOT",,"0.41","0","37","27","1","10",""
"S301971645e6234c2","US100Z25.sim","H1","5y","2020-11-10","2025-11-10","N/A","17","1.28",,"atr1.0","FIXED_LOT",,"0.32","0","28","35","1","0",""
"S9bf11881ea9bed6e","BTCX25.sim","H1","3y","2022-11-10","2025-11-10","N/A","12","2.86","2.26","none","ATR_RISK","0.45",,"0","76","20","1","0",""
"Sf81ee0b981488297","US30Z25.sim","M30","3y","2022-11-10","2025-11-10","N/A","18","1.39","2.48","none","ATR_RISK","0.18",,"0","14","17","1","0",""
"S6b97c0bdc0f41522","US100Z25.sim","H1","5y","2020-11-10","2025-11-10","N/A","18","2.36","1.4","none","ATR_RISK","0.69",,"0","38","13","2","10",""
"Scaef8f687c0b3170","USOILZ25.sim","M30","3y","2022-11-10","2025-11-10","N/A","15","2.38","3.57","none","ATR_RISK","1",,"0","14","9","2","0",""
"S98602e6e3a74bd58","US30Z25.sim","H1","3y","2022-11-10","2025-11-10","N/A","18","1.27",,"atr1.0","ATR_RISK","0.67",,"0","20","24","1","5",""
"S467deb31de1b71dc","USOILZ25.sim","H1","3y","2022-11-10","2025-11-10","N/A","11","1.92","2.29","none","FIXED_LOT",,"0.15","0","12","6","1","5",""
"Sb4efb04a697f99d4","BTCX25.sim","M30","3y","2022-11-10","2025-11-10","N/A","10","1.64","3.38","none","FIXED_LOT",,"0.12","0","59","62","1","10",""
"Sd57af72523215867","USOILZ25.sim","M30","5y","2020-11-10","2025-11-10","N/A","12","1.51","2.61","none","FIXED_LOT",,"0.38","0","15","7","1","0",""
"S1f7785776679e3ae","XAUZ25.sim","M30","3y","2022-11-10","2025-11-10","N/A","13","1.92","2.68","none","ATR_RISK","0.34",,"0","57","14","1","0",""
"S80fe9be7741de12e","US500Z25.sim","H1","3y","2022-11-10","2025-11-10","N/A","18","1.3",,"atr1.0","FIXED_LOT",,"0.26","0","4","4","2","10",""
"S2bf32fb003f43046","XAUZ25.sim","M30","3y","2022-11-10","2025-11-10","N/A","20","1.25","2.06","none","FIXED_LOT",,"0.34","0","10","45","2","10",""
"Sb3440a192cacb8c7","USOILZ25.sim","M30","3y","2022-11-10","2025-11-10","N/A","19","2.33",,"atr1.0","ATR_RISK","0.66",,"0","11","14","1","5",""
"Sbbddffec3109eec5","USOILZ25.sim","H4","5y","2020-11-10","2025-11-10","N/A","14","1.43",,"atr1.0","FIXED_LOT",,"0.12","0","6","13","1","5",""
"S495bf3628c83d3a0","US100Z25.sim","M30","3y","2022-11-10","2025-11-10","N/A","19","2.65","2.16","none","FIXED_LOT",,"0.13","0","35","11","1","10",""
"Sda0b0c0f42c70ead","XAUZ25.sim","H4","5y","2020-11-10","2025-11-10","N/A","19","1.85","1.55","none","FIXED_LOT",,"0.1","0","11","28","1","0",""
"Sb2b08f16eaec5522","XAUZ25.sim","H4","3y","2022-11-10","2025-11-10","N/A","17","2.36",,"atr1.0","FIXED_LOT",,"0.12","0","41","29","1","0",""
"S112708a18dc65dcf","BTCX25.sim","H4","3y","2022-11-10","2025-11-10","N/A","14","2.27",,"atr1.0","FIXED_LOT",,"0.11","0","61","69","1","0",""
"S57c14a63dba1ef1f","US100Z25.sim","H4","3y","2022-11-10","2025-11-10","N/A","12","2.69",,"atr1.0","ATR_RISK","0.41",,"0","30","21","1","0",""
"S34fbd631a5cff483","BTCX25.sim","H1","5y","2020-11-10","2025-11-10","N/A","20","1.85","1.25","none","ATR_RISK","0.93",,"0","80","75","1","0",""
"S27e3922e35a2de93","US500Z25.sim","H1","3y","2022-11-10","2025-11-10","N/A","16","2.95",,"atr1.0","ATR_RISK","0.59",,"0","6","4","1","0",""
"S070115722e4930d3","US500Z25.sim","H1","3y","2022-11-10","2025-11-10","N/A","12","1.25","2.41","none","ATR_RISK","0.19",,"0","6","2","2","10",""
"S1907e45a43d32ff7","BTCX25.sim","H1","5y","2020-11-10","2025-11-10","N/A","21","2.06","2.2","none","FIXED_LOT",,"0.34","0","60","80","1","10",""
"Se70c8419ec8e6ca9","BTCX25.sim","H1","5y","2020-11-10","2025-11-10","N/A","21","1.5","2.46","none","ATR_RISK","0.89",,"0","68","71","1","10",""
"S6a029bc8dbe335aa","US30Z25.sim","M30","3y","2022-11-10","2025-11-10","N/A","15","2.61","3.71","none","ATR_RISK","0.28",,"0","14","17","1","0",""
"Sd62f0311a15eb427","XAUZ25.sim","H1","5y","2020-11-10","2025-11-10","N/A","19","2.89","3.59","none","ATR_RISK","0.89",,"0","13","20","1","0",""
"S8d5b15ecaa09b6cd","BTCX25.sim","H1","5y","2020-11-10","2025-11-10","N/A","20","1.4","3.16","none","ATR_RISK","0.72",,"0","44","44","1","5",""
"S15b1f41ec443846a","US30Z25.sim","H1","5y","2020-11-10","2025-11-10","N/A","15","2.92","2.02","none","ATR_RISK","0.7",,"0","7","8","1","0",""
"Sed50941d6cbb5681","XAUZ25.sim","H1","3y","2022-11-10","2025-11-10","N/A","11","1.29","2.02","none","ATR_RISK","0.74",,"0","29","21","1","0",""
"S5db7e4c2d2a2b423","XAUZ25.sim","H4","3y","2022-11-10","2025-11-10","N/A","20","1.44","3.02","none","ATR_RISK","0.82",,"0","31","60","1","0",""
"Sb33c05a426bab443","US500Z25.sim","H4","5y","2020-11-10","2025-11-10","N/A","11","2.02","3.57","none","ATR_RISK","0.44",,"0","4","8","1","0",""
"Sc6ac832854594c02","USOILZ25.sim","H4","5y","2020-11-10","2025-11-10","N/A","14","1.31","1.71","none","ATR_RISK","0.25",,"0","7","10","2","10",""
"S7ceacae1ec771d19","USOILZ25.sim","H1","5y","2020-11-10","2025-11-10","N/A","19","2.92","3.35","none","FIXED_LOT",,"0.47","0","8","14","1","10",""
"S649416edfd60e0ae","USOILZ25.sim","H1","3y","2022-11-10","2025-11-10","N/A","12","2.28","2.24","none","FIXED_LOT",,"0.21","0","12","3","1","0",""
"S1fab840affa5c7ed","USOILZ25.sim","M30","5y","2020-11-10","2025-11-10","N/A","13","2.13","2.12","none","ATR_RISK","0.39",,"0","8","7","1","0",""
"Sa56bbd1bb18eabc4","US100Z25.sim","H4","5y","2020-11-10","2025-11-10","N/A","21","2.06","3.44","none","ATR_RISK","0.1",,"0","32","38","2","5",""
"Se13d89742c49d38b","USOILZ25.sim","H1","3y","2022-11-10","2025-11-10","N/A","16","2.35","2.28","none","ATR_RISK","0.74",,"0","10","9","1","10",""
"S52c0be4c1b3b1ba9","US30Z25.sim","M30","5y","2020-11-10","2025-11-10","N/A","18","1.23","2.91","none","ATR_RISK","0.48",,"0","18","19","1","0",""
"S5486d4d61b892cbd","XAUZ25.sim","H1","5y","2020-11-10","2025-11-10","N/A","21","2.07","2.13","none","FIXED_LOT",,"0.46","0","57","36","2","10",""
"S9c61a24ef72466df","US30Z25.sim","M30","3y","2022-11-10","2025-11-10","N/A","15","1.55","2.08","none","ATR_RISK","0.41",,"0","16","20","1","5",""
"S8184d1872a711f0c","XAUZ25.sim","H1","3y","2022-11-10","2025-11-10","N/A","16","2.62","1.65","none","ATR_RISK","0.65",,"0","50","29","1","0",""
"S457892eff2c240ab","USOILZ25.sim","M30","5y","2020-11-10","2025-11-10","N/A","11","1.82","3.72","none","ATR_RISK","0.35",,"0","8","8","2","0",""
"Sc048baacdaded4d4","USOILZ25.sim","M30","3y","2022-11-10","2025-11-10","N/A","13","1.34","3.02","none","FIXED_LOT",,"0.06","0","15","5","1","0",""
"S12cab0a16fda13ad","US100Z25.sim","H1","5y","2020-11-10","2025-11-10","N/A","16","1.96","3.35","none","ATR_RISK","0.83",,"0","10","23","1","0",""
"S3bb52da19326d58c","USOILZ25.sim","H1","3y","2022-11-10","2025-11-10","N/A","12","2.9",,"atr1.0","ATR_RISK","0.43",,"0","7","3","1","0",""
"S8aa58df7f4ef08e3","BTCX25.sim","H4","5y","2020-11-10","2025-11-10","N/A","13","2.87","3.84","none","FIXED_LOT",,"0.14","0","86","49","1","5",""
"S49f3cd57392e1257","USOILZ25.sim","M30","5y","2020-11-10","2025-11-10","N/A","13","1.41",,"atr1.0","ATR_RISK","0.16",,"0","14","10","1","0",""
"S60e2f24585dc7601","BTCX25.sim","M30","5y","2020-11-10","2025-11-10","N/A","19","2.59","2.69","none","FIXED_LOT",,"0.12","0","92","66","1","10",""
"Sbdfb9d3d8de707dd","USOILZ25.sim","H4","5y","2020-11-10","2025-11-10","N/A","15","2.94","1.59","none","FIXED_LOT",,"0.27","0","15","3","1","0",""
